week,mean,std
-11.0,-0.6490038664241735,30.15727602976822
-10.0,1.4321191526998682,29.309577393880655
-9.0,1.3097827966518876,28.891984670597243
-8.0,0.8874850745766977,28.79110422984371
-7.0,0.08443808754596983,28.11257339484026
-6.0,0.060942006413204894,27.881624571028812
-5.0,-0.41126561128114464,28.27536589794119
-4.0,0.5250996166501658,27.98241566358741
-3.0,-0.34901180987342817,29.04658409483102
-2.0,-0.00920643519133338,28.504673192111106
-1.0,-1.4309969087578978,29.161917041030893
0.0,-1.8249864112243446,30.06366256375385
1.0,-157.97947608300132,94.45087321781716
2.0,-62.70280983581637,87.16456548890275
3.0,-38.874707466349896,77.59099689764315
4.0,-36.354987677004964,76.31527680027426
5.0,-37.89833177583181,74.80707269820088
6.0,-36.03716898399703,73.17297512779193
7.0,-31.854359909734768,70.47894905979048
8.0,-26.299827124712536,68.74728976362839
9.0,-23.54442666836568,65.61461731630817
10.0,-20.541775069610097,63.33737573461618
11.0,-15.968340529008048,60.820159138800044
12.0,-14.44868101980615,58.60096164412895
13.0,-14.738484445951627,57.14436716305214
14.0,-14.98633310232852,55.25463896117928
15.0,-14.00100295413355,55.13938607705657
16.0,-12.526104238443628,53.66998041752298
17.0,-12.977153555235903,53.27227721060504
18.0,-13.907316159367104,53.48941959790354
19.0,-13.4756598737474,53.906161111572224
20.0,-14.294254518745916,52.64062801797197
