week,mean,std
-11.0,5.460372242080611,0.4007338396896058
-10.0,5.608283002588438,0.4069879694588699
-9.0,5.4788610871440895,0.6121310513026391
-8.0,5.491186983853075,0.4885343413559105
-7.0,5.534327622334525,0.3708709181608694
-6.0,5.897941575249599,0.45704263222008024
-5.0,5.423394551953655,0.7332700021027168
-4.0,5.4788610871440895,0.5122666991819637
-3.0,5.6021200542339455,0.4984119768543795
-2.0,5.6021200542339455,0.5995506721072507
-1.0,5.115247134229016,0.525334865552227
0.0,5.43572044866264,0.41528700253648687
1.0,17.76161715764822,4.263851753078051
2.0,20.516455072106492,0.6761103588324822
3.0,19.918649081720694,1.2400499406547574
4.0,16.621471712067056,1.1540192790623385
5.0,15.314926660914582,0.6683318975336346
6.0,13.496856896339208,0.5482022527793288
7.0,11.339824972266731,0.8068677977026794
8.0,10.187353629976581,0.6694580957114309
9.0,9.959324540860347,0.3925786814344486
10.0,9.262911376802663,0.256090094781995
11.0,8.689757179834832,0.37925924916221954
12.0,8.233699001602366,0.5795574941586773
13.0,7.765314926660914,0.6085735970520225
14.0,7.666707752989029,0.44951516156318155
15.0,7.013435227412794,0.5109675170263559
16.0,6.976457537285838,0.6522251475569064
17.0,6.994946382349316,0.3003660269437698
18.0,6.9025021570319245,0.5462588413351332
19.0,6.927153950449896,0.3377273205674901
20.0,6.514236410698879,0.4906161089799248
