week,mean,std
-11.0,-0.23106288232157213,6.1183850544665965
-10.0,-0.17952147648406278,6.063223474681437
-9.0,-0.5367778605397747,4.569402421012669
-8.0,-0.2735945993565136,4.898648813182015
-7.0,-0.11018478694670114,4.8646046027069305
-6.0,-0.07909820686012109,4.636457979139631
-5.0,-0.09006213182404603,5.064850179938697
-4.0,-0.1793138243454547,5.108455810236698
-3.0,0.1556535968916827,6.408971132821927
-2.0,0.14622069645878225,5.912917338243098
-1.0,0.4258465227861031,8.231045276385599
0.0,1.0346252920257577,13.026242599511141
1.0,143.6366833072027,126.44045245777507
2.0,166.91572604982366,148.46425590590658
3.0,158.38363165166857,138.7693624261668
4.0,157.81107830043115,134.4978748150823
5.0,156.60862948585378,136.41163554223226
6.0,151.0426074208455,130.34526853134207
7.0,145.43803788151445,128.30833998146775
8.0,137.11795807019615,122.8212700669722
9.0,131.3311802924184,121.11238678762228
10.0,119.7922862475275,111.56209408067095
11.0,117.9903318075699,112.62626850873491
12.0,110.59071275995085,107.99908705138066
13.0,104.09879934003743,102.0880714795232
14.0,99.95184534786648,97.31044745822525
15.0,98.03046742313785,92.6906309453956
16.0,98.99267911113324,95.10585521830379
17.0,96.20435400497792,94.14901109026951
18.0,98.72163038951872,95.6073830879085
19.0,99.15414179643004,94.41049890270314
20.0,94.40154925863122,91.92592874663704
